Evento;Extenso;Contagem;Usuarios;dia;mês;ano;Data
form_submit;20240428;201;59;28;4;2024;28/04/2024
form_submit;20240425;195;62;25;4;2024;25/04/2024
form_submit;20240422;194;52;22;4;2024;22/04/2024
form_submit;20240426;183;49;26;4;2024;26/04/2024
session_start;20240428;169;145;28;4;2024;28/04/2024
session_start;20240422;163;118;22;4;2024;22/04/2024
click;20240423;155;11;23;4;2024;23/04/2024
session_start;20240426;151;114;26;4;2024;26/04/2024
form_submit;20240423;149;40;23;4;2024;23/04/2024
form_start;20240425;143;63;25;4;2024;25/04/2024
click;20240424;141;9;24;4;2024;24/04/2024
session_start;20240427;135;98;27;4;2024;27/04/2024
first_visit;20240425;133;133;25;4;2024;25/04/2024
session_start;20240424;132;104;24;4;2024;24/04/2024
form_start;20240426;127;51;26;4;2024;26/04/2024
form_start;20240424;121;45;24;4;2024;24/04/2024
form_start;20240427;121;46;27;4;2024;27/04/2024
form_start;20240428;119;59;28;4;2024;28/04/2024
session_start;20240423;119;96;23;4;2024;23/04/2024
form_start;20240422;118;52;22;4;2024;22/04/2024
first_visit;20240428;106;106;28;4;2024;28/04/2024
form_start;20240423;94;43;23;4;2024;23/04/2024
click;20240426;72;12;26;4;2024;26/04/2024
click;20240427;69;10;27;4;2024;27/04/2024
first_visit;20240426;63;63;26;4;2024;26/04/2024
click;20240422;62;8;22;4;2024;22/04/2024
first_visit;20240422;62;62;22;4;2024;22/04/2024
first_visit;20240424;62;62;24;4;2024;24/04/2024
click;20240428;59;17;28;4;2024;28/04/2024
first_visit;20240423;53;53;23;4;2024;23/04/2024
first_visit;20240427;53;53;27;4;2024;27/04/2024
click;20240425;14;8;25;4;2024;25/04/2024
page_view;20240504;1100;162;4;5;2024;04/05/2024
page_view;20240429;1043;104;29;4;2024;29/04/2024
page_view;20240501;929;169;1;5;2024;01/05/2024
user_engagement;20240504;917;137;4;5;2024;04/05/2024
user_engagement;20240429;887;80;29;4;2024;29/04/2024
page_view;20240430;852;112;30;4;2024;30/04/2024
page_view;20240502;838;110;2;5;2024;02/05/2024
page_view;20240503;730;100;3;5;2024;03/05/2024
user_engagement;20240430;709;97;30;4;2024;30/04/2024
user_engagement;20240501;684;130;1;5;2024;01/05/2024
user_engagement;20240502;637;98;2;5;2024;02/05/2024
user_engagement;20240503;614;86;3;5;2024;03/05/2024
scroll;20240429;532;72;29;4;2024;29/04/2024
scroll;20240504;527;116;4;5;2024;04/05/2024
scroll;20240430;477;84;30;4;2024;30/04/2024
scroll;20240502;472;89;2;5;2024;02/05/2024
page_view;20240505;452;83;5;5;2024;05/05/2024
scroll;20240501;423;116;1;5;2024;01/05/2024
scroll;20240503;410;75;3;5;2024;03/05/2024
user_engagement;20240505;385;66;5;5;2024;05/05/2024
form_submit;20240504;252;79;4;5;2024;04/05/2024
form_submit;20240502;245;44;2;5;2024;02/05/2024
form_submit;20240430;213;52;30;4;2024;30/04/2024
scroll;20240505;212;56;5;5;2024;05/05/2024
session_start;20240501;211;169;1;5;2024;01/05/2024
form_submit;20240429;210;42;29;4;2024;29/04/2024
session_start;20240504;207;161;4;5;2024;04/05/2024
form_submit;20240501;202;64;1;5;2024;01/05/2024
form_start;20240504;192;79;4;5;2024;04/05/2024
form_start;20240430;160;53;30;4;2024;30/04/2024
form_start;20240501;154;67;1;5;2024;01/05/2024
session_start;20240502;153;110;2;5;2024;02/05/2024
session_start;20240430;148;111;30;4;2024;30/04/2024
session_start;20240503;145;101;3;5;2024;03/05/2024
form_start;20240429;142;43;29;4;2024;29/04/2024
form_submit;20240503;140;53;3;5;2024;03/05/2024
session_start;20240429;137;105;29;4;2024;29/04/2024
form_submit;20240505;132;30;5;5;2024;05/05/2024
first_visit;20240501;117;117;1;5;2024;01/05/2024
click;20240429;113;11;29;4;2024;29/04/2024
form_start;20240502;111;44;2;5;2024;02/05/2024
click;20240430;108;12;30;4;2024;30/04/2024
session_start;20240505;108;84;5;5;2024;05/05/2024
form_start;20240503;106;54;3;5;2024;03/05/2024
click;20240502;104;11;2;5;2024;02/05/2024
first_visit;20240504;103;103;4;5;2024;04/05/2024
form_start;20240505;65;30;5;5;2024;05/05/2024
first_visit;20240429;60;60;29;4;2024;29/04/2024
first_visit;20240430;60;60;30;4;2024;30/04/2024
click;20240504;50;9;4;5;2024;04/05/2024
first_visit;20240502;50;49;2;5;2024;02/05/2024
first_visit;20240503;48;48;3;5;2024;03/05/2024
first_visit;20240505;44;44;5;5;2024;05/05/2024
click;20240501;42;11;1;5;2024;01/05/2024
click;20240503;41;7;3;5;2024;03/05/2024
click;20240505;21;7;5;5;2024;05/05/2024
page_view;20240509;1325;135;9;5;2024;09/05/2024
page_view;20240510;1220;113;10;5;2024;10/05/2024
user_engagement;20240510;1041;101;10;5;2024;10/05/2024
user_engagement;20240509;1014;117;9;5;2024;09/05/2024
page_view;20240511;882;78;11;5;2024;11/05/2024
page_view;20240512;820;96;12;5;2024;12/05/2024
scroll;20240509;772;96;9;5;2024;09/05/2024
user_engagement;20240511;736;65;11;5;2024;11/05/2024
page_view;20240506;685;84;6;5;2024;06/05/2024
scroll;20240510;656;89;10;5;2024;10/05/2024
user_engagement;20240512;621;82;12;5;2024;12/05/2024
page_view;20240507;614;77;7;5;2024;07/05/2024
page_view;20240508;593;89;8;5;2024;08/05/2024
user_engagement;20240506;560;63;6;5;2024;06/05/2024
scroll;20240511;509;55;11;5;2024;11/05/2024
user_engagement;20240507;468;68;7;5;2024;07/05/2024
user_engagement;20240508;433;72;8;5;2024;08/05/2024
scroll;20240512;409;69;12;5;2024;12/05/2024
form_submit;20240509;395;44;9;5;2024;09/05/2024
scroll;20240506;373;65;6;5;2024;06/05/2024
scroll;20240508;354;60;8;5;2024;08/05/2024
form_submit;20240512;351;39;12;5;2024;12/05/2024
form_submit;20240510;323;64;10;5;2024;10/05/2024
scroll;20240507;296;57;7;5;2024;07/05/2024
form_submit;20240511;268;36;11;5;2024;11/05/2024
form_submit;20240506;224;34;6;5;2024;06/05/2024
form_start;20240510;211;65;10;5;2024;10/05/2024
form_start;20240509;182;44;9;5;2024;09/05/2024
session_start;20240509;176;135;9;5;2024;09/05/2024
form_submit;20240508;171;36;8;5;2024;08/05/2024
session_start;20240510;159;113;10;5;2024;10/05/2024
form_submit;20240507;138;36;7;5;2024;07/05/2024
click;20240509;128;11;9;5;2024;09/05/2024
form_start;20240512;124;40;12;5;2024;12/05/2024
session_start;20240512;120;96;12;5;2024;12/05/2024
session_start;20240511;115;79;11;5;2024;11/05/2024
form_start;20240511;112;37;11;5;2024;11/05/2024
session_start;20240508;112;89;8;5;2024;08/05/2024
session_start;20240506;108;84;6;5;2024;06/05/2024
session_start;20240507;97;78;7;5;2024;07/05/2024
click;20240512;93;11;12;5;2024;12/05/2024
first_visit;20240509;90;90;9;5;2024;09/05/2024
form_start;20240508;83;36;8;5;2024;08/05/2024
click;20240508;81;7;8;5;2024;08/05/2024
form_start;20240507;80;38;7;5;2024;07/05/2024
click;20240510;69;16;10;5;2024;10/05/2024
click;20240511;68;4;11;5;2024;11/05/2024
form_start;20240506;66;34;6;5;2024;06/05/2024
first_visit;20240512;63;63;12;5;2024;12/05/2024
click;20240507;54;3;7;5;2024;07/05/2024
first_visit;20240506;49;49;6;5;2024;06/05/2024
first_visit;20240510;49;49;10;5;2024;10/05/2024
first_visit;20240511;45;45;11;5;2024;11/05/2024
first_visit;20240508;44;44;8;5;2024;08/05/2024
first_visit;20240507;40;40;7;5;2024;07/05/2024
click;20240506;13;7;6;5;2024;06/05/2024
page_view;20240516;1304;163;16;5;2024;16/05/2024
page_view;20240515;1282;102;15;5;2024;15/05/2024
user_engagement;20240516;1081;132;16;5;2024;16/05/2024
user_engagement;20240515;1053;77;15;5;2024;15/05/2024
page_view;20240514;965;102;14;5;2024;14/05/2024
page_view;20240517;950;106;17;5;2024;17/05/2024
page_view;20240519;911;78;19;5;2024;19/05/2024
user_engagement;20240517;850;94;17;5;2024;17/05/2024
page_view;20240518;829;87;18;5;2024;18/05/2024
page_view;20240513;781;125;13;5;2024;13/05/2024
user_engagement;20240514;774;89;14;5;2024;14/05/2024
scroll;20240515;757;75;15;5;2024;15/05/2024
scroll;20240516;713;104;16;5;2024;16/05/2024
scroll;20240519;644;64;19;5;2024;19/05/2024
user_engagement;20240518;639;70;18;5;2024;18/05/2024
user_engagement;20240513;591;110;13;5;2024;13/05/2024
scroll;20240517;556;86;17;5;2024;17/05/2024
scroll;20240514;512;73;14;5;2024;14/05/2024
user_engagement;20240519;472;64;19;5;2024;19/05/2024
form_submit;20240519;434;35;19;5;2024;19/05/2024
scroll;20240518;432;68;18;5;2024;18/05/2024
scroll;20240513;406;91;13;5;2024;13/05/2024
click;20240519;360;6;19;5;2024;19/05/2024
form_submit;20240516;280;71;16;5;2024;16/05/2024
form_submit;20240515;278;48;15;5;2024;15/05/2024
form_submit;20240514;273;43;14;5;2024;14/05/2024
form_submit;20240518;235;36;18;5;2024;18/05/2024
form_submit;20240513;232;63;13;5;2024;13/05/2024
session_start;20240516;216;160;16;5;2024;16/05/2024
form_submit;20240517;207;55;17;5;2024;17/05/2024
form_start;20240516;198;71;16;5;2024;16/05/2024
click;20240518;178;11;18;5;2024;18/05/2024
form_start;20240514;178;44;14;5;2024;14/05/2024
session_start;20240513;172;126;13;5;2024;13/05/2024
session_start;20240517;148;107;17;5;2024;17/05/2024
form_start;20240517;147;56;17;5;2024;17/05/2024
session_start;20240515;140;103;15;5;2024;15/05/2024
form_start;20240513;136;63;13;5;2024;13/05/2024
session_start;20240514;134;102;14;5;2024;14/05/2024
form_start;20240515;128;49;15;5;2024;15/05/2024
click;20240516;117;16;16;5;2024;16/05/2024
session_start;20240518;117;87;18;5;2024;18/05/2024
session_start;20240519;113;79;19;5;2024;19/05/2024
form_start;20240518;111;37;18;5;2024;18/05/2024
click;20240515;101;16;15;5;2024;15/05/2024
form_start;20240519;97;37;19;5;2024;19/05/2024
first_visit;20240516;96;96;16;5;2024;16/05/2024
click;20240517;94;10;17;5;2024;17/05/2024
first_visit;20240513;68;68;13;5;2024;13/05/2024
first_visit;20240514;59;59;14;5;2024;14/05/2024
first_visit;20240517;55;55;17;5;2024;17/05/2024
first_visit;20240518;51;51;18;5;2024;18/05/2024
first_visit;20240515;50;50;15;5;2024;15/05/2024
first_visit;20240519;43;43;19;5;2024;19/05/2024
click;20240513;41;14;13;5;2024;13/05/2024
click;20240514;35;15;14;5;2024;14/05/2024
page_view;20240523;1714;122;23;5;2024;23/05/2024
user_engagement;20240523;1600;104;23;5;2024;23/05/2024
page_view;20240522;1549;128;22;5;2024;22/05/2024
page_view;20240524;1434;102;24;5;2024;24/05/2024
user_engagement;20240522;1309;103;22;5;2024;22/05/2024
user_engagement;20240524;1135;85;24;5;2024;24/05/2024
scroll;20240523;1027;92;23;5;2024;23/05/2024
page_view;20240526;960;101;26;5;2024;26/05/2024
page_view;20240520;944;97;20;5;2024;20/05/2024
page_view;20240521;913;108;21;5;2024;21/05/2024
scroll;20240522;913;92;22;5;2024;22/05/2024
scroll;20240524;883;79;24;5;2024;24/05/2024
user_engagement;20240526;835;84;26;5;2024;26/05/2024
user_engagement;20240521;757;88;21;5;2024;21/05/2024
page_view;20240525;728;76;25;5;2024;25/05/2024
user_engagement;20240520;665;77;20;5;2024;20/05/2024
scroll;20240526;609;78;26;5;2024;26/05/2024
user_engagement;20240525;549;61;25;5;2024;25/05/2024
scroll;20240520;542;74;20;5;2024;20/05/2024
scroll;20240521;499;75;21;5;2024;21/05/2024
scroll;20240525;491;56;25;5;2024;25/05/2024
form_submit;20240524;456;47;24;5;2024;24/05/2024
form_submit;20240523;403;59;23;5;2024;23/05/2024
form_submit;20240522;391;64;22;5;2024;22/05/2024
form_submit;20240520;381;36;20;5;2024;20/05/2024
form_submit;20240526;357;35;26;5;2024;26/05/2024
click;20240524;303;9;24;5;2024;24/05/2024
form_start;20240522;299;64;22;5;2024;22/05/2024
form_submit;20240525;294;31;25;5;2024;25/05/2024
form_submit;20240521;251;42;21;5;2024;21/05/2024
click;20240522;242;13;22;5;2024;22/05/2024
click;20240520;238;9;20;5;2024;20/05/2024
form_start;20240524;213;47;24;5;2024;24/05/2024
form_start;20240523;210;59;23;5;2024;23/05/2024
click;20240525;204;8;25;5;2024;25/05/2024
session_start;20240522;185;127;22;5;2024;22/05/2024
session_start;20240523;161;123;23;5;2024;23/05/2024
click;20240526;150;8;26;5;2024;26/05/2024
session_start;20240524;141;102;24;5;2024;24/05/2024
session_start;20240521;139;109;21;5;2024;21/05/2024
form_start;20240520;124;36;20;5;2024;20/05/2024
session_start;20240520;123;99;20;5;2024;20/05/2024
form_start;20240521;121;42;21;5;2024;21/05/2024
session_start;20240526;118;90;26;5;2024;26/05/2024
form_start;20240526;109;37;26;5;2024;26/05/2024
click;20240523;102;9;23;5;2024;23/05/2024
session_start;20240525;100;77;25;5;2024;25/05/2024
click;20240521;94;9;21;5;2024;21/05/2024
form_start;20240525;94;33;25;5;2024;25/05/2024
first_visit;20240522;75;75;22;5;2024;22/05/2024
first_visit;20240523;72;72;23;5;2024;23/05/2024
first_visit;20240520;64;64;20;5;2024;20/05/2024
first_visit;20240524;64;64;24;5;2024;24/05/2024
first_visit;20240521;56;56;21;5;2024;21/05/2024
first_visit;20240526;56;56;26;5;2024;26/05/2024
first_visit;20240525;33;32;25;5;2024;25/05/2024
page_view;20240531;1522;115;31;05;2024;31/05/2024
page_view;20240527;1317;116;27;05;2024;27/05/2024
user_engagement;20240527;1226;100;27;05;2024;27/05/2024
user_engagement;20240531;1167;99;31;05;2024;31/05/2024
page_view;20240528;1015;100;28;05;2024;28/05/2024
page_view;20240530;946;106;30;05;2024;30/05/2024
scroll;20240527;933;91;27;05;2024;27/05/2024
scroll;20240531;894;92;31;05;2024;31/05/2024
user_engagement;20240528;834;86;28;05;2024;28/05/2024
page_view;20240601;816;109;01;06;2024;01/06/2024
user_engagement;20240530;768;90;30;05;2024;30/05/2024
page_view;20240602;639;102;02;06;2024;02/06/2024
user_engagement;20240601;631;99;01;06;2024;01/06/2024
page_view;20240529;621;123;29;05;2024;29/05/2024
scroll;20240528;581;73;28;05;2024;28/05/2024
scroll;20240530;489;79;30;05;2024;30/05/2024
user_engagement;20240529;483;110;29;05;2024;29/05/2024
user_engagement;20240602;473;87;02;06;2024;02/06/2024
scroll;20240601;470;73;01;06;2024;01/06/2024
form_submit;20240527;382;48;27;05;2024;27/05/2024
form_submit;20240531;366;66;31;05;2024;31/05/2024
form_submit;20240528;328;47;28;05;2024;28/05/2024
scroll;20240602;305;61;02;06;2024;02/06/2024
scroll;20240529;302;78;29;05;2024;29/05/2024
form_start;20240527;230;50;27;05;2024;27/05/2024
click;20240527;229;8;27;05;2024;27/05/2024
form_submit;20240530;219;50;30;05;2024;30/05/2024
form_start;20240531;202;66;31;05;2024;31/05/2024
click;20240531;190;13;31;05;2024;31/05/2024
form_submit;20240602;189;38;02;06;2024;02/06/2024
session_start;20240531;166;115;31;05;2024;31/05/2024
form_start;20240528;165;46;28;05;2024;28/05/2024
session_start;20240529;165;124;29;05;2024;29/05/2024
click;20240530;155;18;30;05;2024;30/05/2024
session_start;20240527;149;117;27;05;2024;27/05/2024
session_start;20240601;149;110;01;06;2024;01/06/2024
session_start;20240528;143;101;28;05;2024;28/05/2024
session_start;20240530;141;107;30;05;2024;30/05/2024
form_submit;20240529;138;48;29;05;2024;29/05/2024
form_submit;20240601;136;39;01;06;2024;01/06/2024
form_start;20240530;131;51;30;05;2024;30/05/2024
session_start;20240602;128;102;02;06;2024;02/06/2024
click;20240528;124;9;28;05;2024;28/05/2024
click;20240601;119;4;01;06;2024;01/06/2024
form_start;20240529;106;48;29;05;2024;29/05/2024
form_start;20240601;101;43;01;06;2024;01/06/2024
click;20240602;83;11;02;06;2024;02/06/2024
form_start;20240602;82;38;02;06;2024;02/06/2024
first_visit;20240529;78;78;29;05;2024;29/05/2024
first_visit;20240601;64;64;01;06;2024;01/06/2024
first_visit;20240530;62;62;30;05;2024;30/05/2024
first_visit;20240602;62;62;02;06;2024;02/06/2024
first_visit;20240527;61;61;27;05;2024;27/05/2024
first_visit;20240528;51;51;28;05;2024;28/05/2024
first_visit;20240531;46;46;31;05;2024;31/05/2024
click;20240529;28;6;29;05;2024;29/05/2024
